class	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	rag2	rag2	rag2	rag2	rag2	rag2	rag2	rag2	rag2	rag2
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Parabacteroides	0.216972034716	0.0195618153365	0.299376972247	0.440886413737	0.383729854183	0.0896172065036	0.0674991562605	0.0140845070423	0.0	0.0	0.130690481377	0.0	0.0829482166133	0.0	0.0174261566611	0.0992282249173	0.0	0.0	0.0727735831893	0.195227765727	1.11121847521	0.366172624237	0.0146563095413	0.203193033382	0.639215103315	0.120743781695	0.443938531588	0.0477726024125	1.32291040289	0.22090294077
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Petrimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Proteiniphilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Tannerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00871307833057	0.0	0.0199123855038	0.0483675937122	0.0	0.0	0.0193255386994	0.0174367916303	0.0	0.00967585873246	0.0297309350379	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Hallella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Paraprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00995619275189	0.0120918984281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00871307833057	0.0	0.0	0.0362756952842	0.0	0.0	0.0193255386994	0.0	0.0	0.0	0.014865467519	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Xylanibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae	0.26518804243	2.36697965571	1.47261105267	0.8121591832	1.38142747506	4.78811931891	1.09123635955	0.549295774648	0.636846095527	0.267050123254	1.41581354825	2.21814848763	0.947979618438	4.52711223203	2.44837501089	2.00661521499	4.42054958184	3.15598548972	1.14618393523	3.95878524946	0.135278770896	0.836965998256	2.5941667888	1.00628930818	0.460829493088	2.87370200435	1.57085941946	4.71754448824	0.180396873121	2.78889962723
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes	0.168756027001	2.33763693271	1.35933327939	0.742545538926	1.29508825787	4.36563820253	0.978737765778	0.464788732394	0.606520090978	0.12325390304	1.41581354825	1.8148487626	0.758383694751	4.38839848676	2.33510499259	1.46637265711	3.81322182397	2.52720677146	0.936959883562	3.4273318872	0.096627693497	0.767218831735	1.81738238312	0.435413642961	0.401367623012	1.81115672543	0.92202618099	4.06067120506	0.100220485067	1.94670716554
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Rikenella	0.0482160077146	0.0	0.00809126952019	0.0	0.00959324635457	0.0128024580719	0.0	0.0	0.0	0.0	0.0	0.0366636113657	0.0118497452305	0.0126103404792	0.0261392349917	0.0441014332966	0.0696933492632	0.0483675937122	0.00909669789866	0.0542299349241	0.0	0.0	0.0293126190825	0.0290275761974	0.0	0.26563631973	0.0113830392715	0.0119431506031	0.0200440970134	0.0138064337981
Bacteria|Bacteroidetes|Flavobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Cryomorphaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Sphingobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Sphingobacteria|Sphingobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Sphingobacteria|Sphingobacteriales|Chitinophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Sphingobacteria|Sphingobacteriales|Chitinophagaceae|Sediminibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Sphingobacteria|Sphingobacteriales|Cyclobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Sphingobacteria|Sphingobacteriales|Cytophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Sphingobacteria|Sphingobacteriales|Sphingobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Bacteroidetes|Sphingobacteria|Sphingobacteriales|Sphingobacteriaceae|Nubsella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chlamydiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chlamydiae|Chlamydiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chlamydiae|Chlamydiae|Chlamydiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi|Thermomicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi|Thermomicrobia|Sphaerobacterales|Sphaerobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi|Thermomicrobia|Sphaerobacterales|Sphaerobacteraceae|Sphaerobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Cyanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Cyanobacteria|Cyanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Deferribacteres	3.08582449373	2.69953051643	1.5616150174	0.440886413737	0.997697620875	0.98578927154	0.686241421982	3.0985915493	0.833965125095	2.28019720624	1.677194511	1.59486709441	2.0618556701	2.42118537201	1.42023176788	5.31422271224	2.19036240542	3.276904474	1.3917947785	1.431670282	2.16446033433	1.36006974717	4.29429869559	5.89259796807	0.178385610227	1.66626418739	0.956175298805	1.38540546996	1.66366005211	1.39444981361
Bacteria|Deferribacteres|Deferribacteres	3.08582449373	2.69953051643	1.5616150174	0.440886413737	0.997697620875	0.98578927154	0.686241421982	3.0985915493	0.833965125095	2.28019720624	1.677194511	1.59486709441	2.0618556701	2.42118537201	1.42023176788	5.31422271224	2.19036240542	3.276904474	1.3917947785	1.431670282	2.16446033433	1.36006974717	4.29429869559	5.89259796807	0.178385610227	1.66626418739	0.956175298805	1.38540546996	1.66366005211	1.39444981361
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales	3.08582449373	2.69953051643	1.5616150174	0.440886413737	0.997697620875	0.98578927154	0.686241421982	3.0985915493	0.833965125095	2.28019720624	1.677194511	1.59486709441	2.0618556701	2.42118537201	1.42023176788	5.31422271224	2.19036240542	3.276904474	1.3917947785	1.431670282	2.16446033433	1.36006974717	4.29429869559	5.89259796807	0.178385610227	1.66626418739	0.956175298805	1.38540546996	1.66366005211	1.39444981361
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae	3.08582449373	2.69953051643	1.5616150174	0.440886413737	0.997697620875	0.98578927154	0.686241421982	3.0985915493	0.833965125095	2.28019720624	1.677194511	1.59486709441	2.0618556701	2.42118537201	1.42023176788	5.31422271224	2.19036240542	3.276904474	1.3917947785	1.431670282	2.16446033433	1.36006974717	4.29429869559	5.89259796807	0.178385610227	1.66626418739	0.956175298805	1.38540546996	1.66366005211	1.39444981361
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Geovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Mucispirillum	3.08582449373	2.69953051643	1.55352374788	0.440886413737	0.98810437452	0.972986813468	0.686241421982	3.0985915493	0.833965125095	2.28019720624	1.6554127641	1.57653528873	2.02630643441	2.35813366961	1.41151868955	5.27012127894	2.19036240542	3.26481257557	1.3917947785	1.40997830803	2.16446033433	1.36006974717	4.27964238605	5.86357039187	0.178385610227	1.66626418739	0.933409220262	1.38540546996	1.66366005211	1.39444981361
Bacteria|Deinococcus-Thermus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Deinococcus-Thermus|Deinococci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Deinococcus-Thermus|Deinococci|Thermales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Deinococcus-Thermus|Deinococci|Thermales|Thermaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Deinococcus-Thermus|Deinococci|Thermales|Thermaceae|Marinithermus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes	74.7107039537	88.8791079812	85.2738894733	81.726418378	87.3177283193	66.4703623096	88.6938913264	83.6901408451	69.1281273692	90.2629416598	81.0280984535	75.7470210816	77.1299917052	75.4854981084	60.4339113009	64.1786108049	75.159299084	85.1027811366	81.7338306195	72.3752711497	31.3943376172	48.491717524	65.7335482925	65.0217706821	31.0688271146	51.1229171698	46.2379055208	79.6608145229	28.7231910202	73.7953886511
Bacteria|Firmicutes|Bacilli	2.91706846673	3.40375586854	1.18132534995	29.8062420234	6.55218726017	3.2390218922	0.652491843852	5.04225352113	33.1159969674	1.45850451931	4.83554781093	7.66269477544	7.10984713829	4.99369482976	5.41953472162	14.0904079383	1.56312226205	3.5792019347	2.7199126717	13.8177874187	1.90356556189	4.91717523976	6.22893155503	9.83067247218	20.4102869035	2.80125573533	4.88332384747	49.7551654126	4.65023050712	2.27806157669
Bacteria|Firmicutes|Bacilli|Bacillales	0.0482160077146	0.0782472613459	0.0404563476009	0.278454577097	0.0	0.0768147484317	0.0674991562605	0.281690140845	0.181956027293	0.0205423171734	0.435634937922	1.88817598533	1.63526484181	1.36191677175	0.496645464843	0.0220507166483	0.0	0.0362756952842	1.02792686255	0.29284164859	0.338196927239	2.85963382738	1.55356881137	0.832123850992	0.341905752936	0.50712388312	1.18383608423	0.286635614475	2.3852475446	0.800773160293
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae	0.0	0.0	0.0	0.0116022740457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0362756952842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Cerasibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Filobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Jeotgalibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0362756952842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Natronobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Salirhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Vulcanibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillales_incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillales_incertae_sedis|Rummeliibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Saccharibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0482975126781	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Filibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Kurthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Sporosarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae	0.0482160077146	0.0782472613459	0.0404563476009	0.266852303051	0.0	0.0768147484317	0.0674991562605	0.281690140845	0.181956027293	0.0205423171734	0.413853191026	1.8148487626	1.62341509658	1.2736443884	0.479219308182	0.0110253583241	0.0	0.0	1.01883016465	0.27114967462	0.338196927239	2.63295553618	1.46563095413	0.735365263667	0.267578415341	0.362231345086	1.08138873079	0.286635614475	2.2449388655	0.7455474251
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Jeotgalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Nosocomiicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus	0.0482160077146	0.0782472613459	0.0323650780808	0.255250029006	0.0	0.0768147484317	0.0674991562605	0.267605633803	0.181956027293	0.0205423171734	0.413853191026	1.72318973419	1.58786586088	1.22320302648	0.479219308182	0.0110253583241	0.0	0.0	1.00063676885	0.27114967462	0.338196927239	2.51089799477	1.39234940642	0.696661828737	0.252712947822	0.362231345086	1.05862265225	0.286635614475	2.12467428342	0.7455474251
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae|Desmospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae|Planifilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae|Seinonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae|Thermoflavimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales	2.38669238187	3.29616588419	1.14086900235	29.1101055807	6.3986953185	3.16220714377	0.573742828215	4.56338028169	32.5549658832	1.43796220214	4.24744064474	5.62786434464	5.35608484418	3.40479192938	4.90546310011	13.9581036384	1.52329749104	3.51874244256	1.66469571546	13.1778741866	1.5557058653	1.9529206626	4.52879964825	8.8824383164	19.9048610079	1.83530548177	3.67672168469	48.990803774	2.02445379836	1.33922407842
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Dolosicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Facklamia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
